Event ID,Event,Date,Score,Result,Sport,Location,Opposing Team
1292647,Pepperdine,7-Mar-2020,51 - 62,Loss,W Basketball,Neutral,Pepperdine
1292649,Saint Mary's,10-Mar-2020,51 - 50,Loss,M Basketball,Neutral,Saint Mary's
1292692,Cal State Northridge,7-Mar-2020,0 - 1,,W Soccer,UNLV,CSUN
1292693,UNLV,7-Mar-2020,0 - 3,,W Soccer,UNLV,UNLV
1292694,CANCELED | Arizona,21-Mar-2020,,,W Soccer,Arizona State,Arizona
1292695,CANCELED | Arizona State,22-Mar-2020,,,W Soccer,Arizona State,Arizona State
1292696,CANCELED | Dixie State,28-Mar-2020,,,W Soccer,Dixie State,Dixie State
1292698,CANCELED | Colorado,4-Apr-2020,,,W Soccer,Colorado,Colorado
1292699,CANCELED | Denver,4-Apr-2020,,,W Soccer,Denver,Denver
1292700,CANCELED | Utah,11-Apr-2020,,,W Soccer,BYU,Utah
1292701,CANCELED | Weber State,11-Apr-2020,,,W Soccer,BYU,Weber State
1292905,BYU Autumn Classic,11-Sep-2020,,,M Cross Country,BYU,
1292907,Roy Griak Invitational,26-Sep-2020,,,M Cross Country,Minnesota,
1292909,OSU Invitational,17-Oct-2020,,,M Cross Country,Oklahoma State,
1292911,West Coast Conference Championships,30-Oct-2020,,,M Cross Country,Saint Mary's,
1292913,NCAA Mountain Region Championships,13-Nov-2020,,,M Cross Country,New Mexico,
1292914,NCAA National Championships,21-Nov-2020,,,M Cross Country,Oklahoma State,
1293317,Colorado State College,30-May-1952,6 - 7,Loss,Baseball,,
1293318,Colorado State College,31-May-1952,4 - 11,Loss,Baseball,,
1293331,San Diego State - Cancelled,7-Apr-2001,,,Softball,SDSU,SDSU
1293494,OSU Invitational,17-Oct-2020,,,W Cross Country,Oklahoma State,
1293750,Navy,8-Sep-2020,55 - 3,Win,Football,Navy,Navy
1293764,Troy,27-Sep-2020,48 - 7,Win,Football,BYU,
1293777,California Baptist ,27-Nov-2020,,,W Basketball,,Cal Baptist
1293778,North Dakota State,28-Nov-2020,,,W Basketball,,North Dakota State
1293781,San Francisco,28-Dec-2020,70 - 46,Win,W Basketball,BYU,San Francisco
1293782,Santa Clara,30-Dec-2020,76 - 50,Win,W Basketball,BYU,Santa Clara
1293783,San Diego,5-Jan-2021,56 - 58,Loss,W Basketball,San Diego,San Diego
1293784,Loyola Marymount,8-Jan-2021,71 - 57,Win,W Basketball,Loyola Marymount,Loyola Marymount
1293785,Pepperdine,10-Feb-2021,57 - 43,Win,W Basketball,Pepperdine,Pepperdine
1293786,Saint Mary's,15-Jan-2021,80 - 63,Win,W Basketball,BYU,Saint Mary's
1293787,Pacific,26-Jan-2021,81 - 60,Win,W Basketball,BYU,Pacific
1293788,Portland (Postponed),22-Jan-2021,,,W Basketball,Portland,Portland
1293789,No. 19 Gonzaga,3-Feb-2021,56 - 63,Loss,W Basketball,Gonzaga,Gonzaga
1293790,San Diego (Postponed),30-Jan-2021,,,W Basketball,BYU,San Diego
1293791,Pepperdine,5-Feb-2021,75 - 61,Win,W Basketball,BYU,Pepperdine
1293792,Loyola Marymount,6-Feb-2021,69 - 50,Win,W Basketball,BYU,Loyola Marymount
1293793,Pacific,12-Feb-2021,65 - 52,Win,W Basketball,Pacific,Pacific
1293794,Saint Mary's,13-Feb-2021,79 - 61,Win,W Basketball,Saint Mary's,Saint Mary's
1293795,No. 16 Gonzaga,19-Feb-2021,61 - 56,Win,W Basketball,BYU,Gonzaga
1293796,Portland,20-Feb-2021,75 - 68,Win,W Basketball,BYU,Portland
1293797,Santa Clara,26-Feb-2021,66 - 63,Win,W Basketball,Santa Clara,Santa Clara
1293798,San Francisco,27-Feb-2021,72 - 86,Loss,W Basketball,San Francisco,San Francisco
1293824,Western Kentucky,1-Nov-2020,10 - 41,Win,Football,BYU,
1293903,UTSA,10-Oct-2020,20 - 27,Win,Football,BYU,UT-San Antonio
1293904,Texas State,25-Oct-2020,14 - 52,Win,Football,BYU,
1294053,Louisiana Tech,3-Oct-2020,45 - 14,Win,Football,BYU,Louisiana Tech
1294161,Lady Red Wolves Classic,12-Oct-2020,,,W Golf,,
1294163,Oklahoma State Cowgirl Classic,22-Oct-2020,,,W Golf,Oklahoma State,Oklahoma State
1294165,Mercer Invitational,9-Nov-2020,,,W Golf,Mercer,Mercer
1294167,Pasadera Collegiate Invitational,5-Oct-2020,,,M Golf,Cal State Monterey Bay,WCC
1294169,La Purisima College Invite,20-Oct-2020,,4th,M Golf,San Francisco,WCC
1294172,Rustic Collegiate Classic,5-Nov-2020,,,M Golf,San Francisco,WCC
1294175,No. 21 Boise State,7-Nov-2020,51 - 17,Win,Football,Boise State,Boise State
1294180,No. 14 Coastal Carolina,6-Dec-2020,17 - 22,Loss,Football,Coastal Carolina,Coastal Carolina
1294205,Pepperdine,27-Jan-2021,73 - 76,Loss,M Basketball,Pepperdine,Pepperdine
1294206,Pepperdine,24-Jan-2021,65 - 54,Win,M Basketball,BYU,Pepperdine
1294209,Pacific,30-Jan-2021,95 - 87,Win,M Basketball,BYU,Pacific
1294210,Pacific,19-Feb-2021,80 - 52,Win,M Basketball,Pacific,Pacific
1294211,Saint Mary's,15-Jan-2021,62 - 52,Win,M Basketball,Saint Mary's,Saint Mary's
1294212,Saint Mary's,28-Feb-2021,65 - 51,Win,M Basketball,BYU,Saint Mary's
1294213,San Francisco,17-Jan-2021,72 - 63,Win,M Basketball,San Francisco,San Francisco
1294214,San Francisco,26-Feb-2021,79 - 73,Win,M Basketball,BYU,San Francisco
1294215,Portland,22-Jan-2021,95 - 67,Win,M Basketball,BYU,Portland
1294216,Portland,4-Feb-2021,105 - 60,Win,M Basketball,Portland,Portland
1294217,No. 1 Gonzaga,8-Jan-2021,69 - 86,Loss,M Basketball,Gonzaga,Gonzaga
1294218,No. 1 Gonzaga,9-Feb-2021,71 - 82,Loss,M Basketball,BYU,Gonzaga
1294219,Loyola Marymount,20-Feb-2021,88 - 71,Win,M Basketball,Loyola Marymount,Loyola Marymount
1294303,Cal Poly (Virtual),31-Oct-2020,,,M Swimming & Diving,BYU,Cal Poly
1294304,Cal Poly (Virtual),31-Oct-2020,,,W Swimming & Diving,BYU,Cal Poly
1294306,Dixie State,7-Nov-2020,238 - 46,Win,W Swimming & Diving,BYU,Dixie State
1294377,LSU,28-Nov-2020,67 - 51,Win,W Basketball,Neutral,LSU
1294378,Washington,29-Nov-2020,48 - 77,Loss,W Basketball,Neutral,Washington
1294379,Montana State,10-Dec-2020,72 - 58,Win,W Basketball,BYU,
1294380,Utah State,8-Dec-2020,87 - 66,Win,W Basketball,Utah State,Utah State
1294396,Weber State Invitational,6-Nov-2020,,,M Cross Country,Weber State,
1294458,Westminster,26-Nov-2020,59 - 108,Win,M Basketball,BYU,Westminster
1294459,New Orleans,27-Nov-2020,61 - 86,Win,M Basketball,BYU,
1294460,Utah Valley,29-Nov-2020,60 - 82,Win,M Basketball,BYU,UVU
1294461,Utah State,6-Dec-2020,67 - 64,Win,M Basketball,Utah State,Utah State
1294462,Boise State,10-Dec-2020,74 - 70,Loss,M Basketball,BYU,Boise State
1294463,Utah,12-Dec-2020,64 - 82,Win,M Basketball,BYU,Utah
1294464,No. 18 San Diego State,18-Dec-2020,72 - 62,Win,M Basketball,SDSU,SDSU
1294465,Texas Southern,22-Dec-2020,71 - 87,Win,M Basketball,BYU,
1294466,Weber State,24-Dec-2020,79 - 87,Win,M Basketball,Neutral,Weber State
1294467,USC,1-Dec-2020,79 - 53,Loss,M Basketball,Neutral,USC
1294468,St. John's,3-Dec-2020,68 - 74,Win,M Basketball,Neutral,St. John's
1294497,Dixie State,30-Jan-2021,7 - 0,Win,W Tennis,BYU,Dixie State
1294498,Dixie State,30-Jan-2021,7 - 0,Win,W Tennis,BYU,Dixie State
1294499,Fresno State,5-Feb-2021,1 - 4,Win,W Tennis,Fresno State,Fresno State
1294500,Sacramento State,5-Feb-2021,0 - 7,Win,W Tennis,Fresno State,
1294501,Boise State,13-Feb-2021,2 - 5,Win,W Tennis,Boise State,Boise State
1294502,Montana (CANCELED),13-Feb-2021,,,W Tennis,Boise State,Montana
1294503,Colorado,19-Feb-2021,5 - 2,Loss,W Tennis,Colorado,Colorado
1294504,Denver,20-Feb-2021,6 - 1,Loss,W Tennis,Denver,Denver
1294505,Utah,4-Mar-2021,2 - 4,Loss,W Tennis,BYU,Utah
1294506,Weber State,12-Mar-2021,1 - 6,Win,W Tennis,BYU,Weber State
1294507,Grand Canyon,5-Mar-2021,6 - 1,Win,W Tennis,BYU,
1294509,Portland,19-Mar-2021,0 - 7,Win,W Tennis,BYU,Portland
1294510,Utah State,20-Mar-2021,1 - 6,Win,W Tennis,BYU,Utah State
1294511,Pacific,27-Mar-2021,5 - 2,Win,W Tennis,Pacific,Pacific
1294512,Washington State,1-Apr-2021,3 - 4,Win,W Tennis,BYU,Washington State
1294513,Gonzaga,3-Apr-2021,1 - 6,Win,W Tennis,BYU,Gonzaga
1294514,San Diego,10-Apr-2021,1 - 6,Loss,W Tennis,San Diego,San Diego
1294515,Santa Clara,16-Apr-2021,5 - 2,Win,W Tennis,Santa Clara,Santa Clara
1294516,San Francisco ,17-Apr-2021,1 - 6,Loss,W Tennis,San Francisco,San Francisco
1294517,Pepperdine,23-Apr-2021,7 - 0,Loss,W Tennis,BYU,Pepperdine
1294519,Saint Mary's,26-Mar-2021,3 - 4,Loss,W Tennis,Saint Mary's,Saint Mary's
1294557,Boise State,24-Jan-2021,,2nd,W Gymnastics,Boise State,Boise State
1294558,Utah State,30-Jan-2021,,1st,W Gymnastics,Utah State,Utah State
1294559,Southern Utah,6-Feb-2021,,1st,W Gymnastics,BYU,Southern Utah
1294560,Southern Utah,13-Feb-2021,,1st,W Gymnastics,Southern Utah,Southern Utah
1294561,Boise State & Air Force,20-Feb-2021,,1st,W Gymnastics,BYU,Boise State
1294562,Utah State,27-Feb-2021,,1st,W Gymnastics,BYU,Utah State
1294563,MRGC Championship,21-Mar-2021,,1st,W Gymnastics,Utah State,Utah State
1294566,University of Oklahoma,6-Mar-2021,,2nd,W Gymnastics,Oklahoma,Oklahoma
1294593,Utah,9-Jan-2021,,,W Swimming & Diving,BYU,Utah
1294594,Utah,9-Jan-2021,,,M Swimming & Diving,BYU,Utah
1294626,San Diego State,13-Dec-2020,14 - 28,Win,Football,BYU,SDSU
1294633,Portland,26-Jan-2021,3 - 0,Win,W Volleyball,Portland,Portland
1294634,Portland,27-Jan-2021,3 - 0,Win,W Volleyball,Portland,Portland
1294635,POSTPONED - Santa Clara,3-Feb-2021,,,W Volleyball,BYU,Santa Clara
1294636,POSTPONED - Santa Clara,4-Feb-2021,,,W Volleyball,BYU,Santa Clara
1294637,Gonzaga,10-Feb-2021,1 - 3,Win,W Volleyball,BYU,Gonzaga
1294638,Gonzaga,10-Feb-2021,0 - 3,Win,W Volleyball,BYU,Gonzaga
1294639,Loyola Marymount,17-Feb-2021,0 - 3,Win,W Volleyball,BYU,Loyola Marymount
1294640,Loyola Marymount,18-Feb-2021,0 - 3,Win,W Volleyball,BYU,Loyola Marymount
1294642,Pepperdine,25-Feb-2021,3 - 2,Win,W Volleyball,Pepperdine,Pepperdine
1294643,Pepperdine,24-Feb-2021,0 - 3,Loss,W Volleyball,Pepperdine,Pepperdine
1294644,San Francisco,5-Mar-2021,3 - 0,Win,W Volleyball,San Francisco,San Francisco
1294645,San Francisco,6-Mar-2021,3 - 1,Win,W Volleyball,San Francisco,San Francisco
1294646,CANCELED - Pacific,12-Mar-2021,,,W Volleyball,BYU,Pacific
1294647,CANCELED - Pacific,13-Mar-2021,,,W Volleyball,BYU,Pacific
1294648,Saint Mary's,26-Mar-2021,3 - 0,Win,W Volleyball,Saint Mary's,Saint Mary's
1294649,No. 21 San Diego,20-Mar-2021,0 - 3,Win,W Volleyball,BYU,San Diego
1294650,Saint Mary's,27-Mar-2021,3 - 0,Win,W Volleyball,Saint Mary's,Saint Mary's
1294651,No. 21 San Diego,17-Mar-2021,3 - 1,Win,W Volleyball,San Diego,San Diego
1294678,San Diego,24-Mar-2021,0 - 6,Win,W Soccer,San Diego,San Diego
1294679,San Francisco,28-Feb-2021,2 - 3,Win,W Soccer,BYU,San Francisco
1294680,Loyola Marymount,6-Mar-2021,1 - 3,Win,W Soccer,Loyola Marymount,Loyola Marymount
1294681,Santa Clara,13-Mar-2021,2 - 1,Loss,W Soccer,BYU,Santa Clara
1294682,Pacific,20-Mar-2021,1 - 5,Win,W Soccer,Pacific,Pacific
1294683,Gonzaga,27-Mar-2021,4 - 0,Win,W Soccer,BYU,Gonzaga
1294684,Saint Mary's,3-Apr-2021,1 - 1,Tie,W Soccer,Saint Mary's,Saint Mary's
1294685,Pepperdine,10-Apr-2021,1 - 2,Win,W Soccer,Pepperdine,Pepperdine
1294686,Portland,17-Apr-2021,4 - 0,Win,W Soccer,BYU,Portland
1294734,UCF,23-Dec-2020,49 - 23,Win,Football,FAU,UCF
1294772,Southern Utah,18-Dec-2020,74 - 84,Win,W Basketball,Southern Utah,Southern Utah
1294803,Weber State,23-Jan-2021,1 - 6,Win,W Tennis,BYU,Weber State
1294844,No. 16 Arizona State,11-Feb-2021,2 - 7,Loss,Softball,Arizona State,Arizona State
1294845,No. 16 Arizona State,12-Feb-2021,5 - 7,Loss,Softball,Arizona State,Arizona State
1294847,Utah,12-Feb-2021,0 - 1,Loss,Softball,Arizona State,Utah
1294848,Seattle,13-Feb-2021,4 - 3,Win,Softball,Arizona State,Seattle
1294851,No. 2 Washington,18-Feb-2021,1 - 4,Loss,Softball,Dixie State,Washington
1294852,Seattle,25-Feb-2021,4 - 0,Win,Softball,Arizona,Seattle
1294853,No. 3 Arizona,25-Feb-2021,0 - 12,Loss,Softball,Arizona,Arizona
1294855,Oregon State,26-Feb-2021,3 - 10,Loss,Softball,Arizona,Oregon State
1294857,California,4-Mar-2021,8 - 7,Win,Softball,Stanford,Cal
1294863,Boise State,26-Mar-2021,6 - 4,Loss,Softball,BYU,Boise State
1294864,Boise State,26-Mar-2021,1 - 4,Win,Softball,BYU,Boise State
1294865,No. 25 Baylor,2-Apr-2021,1 - 4,Win,Softball,BYU,Baylor
1294866,Southern Utah,27-Mar-2021,0 - 8,Win,Softball,BYU,Southern Utah
1294867,No. 25 Baylor,2-Apr-2021,5 - 7,Win,Softball,BYU,Baylor
1294868,No. 25 Baylor,2-Apr-2021,5 - 7,Win,Softball,BYU,Baylor
1294869,Utah State,7-Apr-2021,0 - 4,Win,Softball,BYU,Utah State
1294870,Saint Mary's,9-Apr-2021,6 - 10,Win,Softball,Saint Mary's,Saint Mary's
1294871,Saint Mary's,10-Apr-2021,5 - 8,Win,Softball,Saint Mary's,Saint Mary's
1294872,San Diego,23-Apr-2021,1 - 3,Win,Softball,BYU,San Diego
1294873,Utah Valley ,15-Apr-2021,2 - 8,Win,Softball,BYU,UVU
1294874,Southern Utah,15-Apr-2021,0 - 8,Win,Softball,BYU,Southern Utah
1294875,Idaho State,13-Apr-2021,1 - 10,Win,Softball,BYU,Idaho State
1294876,San Diego,24-Apr-2021,3 - 11,Win,Softball,BYU,San Diego
1294877,San Diego,24-Apr-2021,0 - 3,Win,Softball,BYU,San Diego
1294878,Utah State,11-May-2021,4 - 0,Win,Softball,Utah State,Utah State
1294879,Loyola Marymount,30-Apr-2021,5 - 2,Win,Softball,Loyola Marymount,Loyola Marymount
1294880,Loyola Marymount,1-May-2021,2 - 3,Loss,Softball,Loyola Marymount,Loyola Marymount
1294881,Loyola Marymount,1-May-2021,9 - 1,Win,Softball,Loyola Marymount,Loyola Marymount
1294882,Southern Utah,4-May-2021,9 - 0,Win,Softball,Southern Utah,Southern Utah
1294883,Santa Clara,8-May-2021,6 - 1,Win,Softball,Santa Clara,Santa Clara
1294884,Santa Clara,7-May-2021,9 - 0,Win,Softball,Santa Clara,Santa Clara
1294885,Dixie State,10-May-2021,2 - 8,Win,Softball,BYU,Dixie State
1294886,Santa Clara,8-May-2021,15 - 2,Win,Softball,Santa Clara,Santa Clara
1294887,Pacific - Canceled ,14-May-2021,,,Softball,BYU,Pacific
1294888,Pacific - Canceled ,15-May-2021,,,Softball,BYU,Pacific
1294889,Pacific - Canceled ,15-May-2021,,,Softball,BYU,Pacific
1294890,Saint Mary's,10-Apr-2021,0 - 1,Win,Softball,Saint Mary's,Saint Mary's
1294891,Utah Valley ,27-Apr-2021,8 - 1,Loss,Softball,UVU,UVU
1294938,Rio Tinto Best of Utah,10-Jan-2021,,2nd,W Gymnastics,Neutral,Utah
1294939,Arizona State University,16-Jan-2021,,2nd,W Gymnastics,Arizona State,Arizona State
1294973,University of Denver,12-Mar-2021,,2nd,W Gymnastics,BYU,Denver
1294992,OSU Invitational,17-Oct-2020,,3rd,M Cross Country,Oklahoma State,Oklahoma State
1294996,Air Force Invite ,21-Jan-2021,,,M Track & Field,Air Force,Air Force
1294997,Air Force Invite ,21-Jan-2021,,,W Track & Field,Air Force,Air Force
1294997,Air Force Invite ,22-Jan-2021,,,W Track & Field,Air Force,Air Force
1294997,Air Force Invite ,23-Jan-2021,,,W Track & Field,Air Force,Air Force
1295006,BYU Cougar Indoor Invitational,14-Jan-2021,,,M Track & Field,BYU,
1295007,BYU Cougar Indoor Invitational ,14-Jan-2021,,,W Track & Field,BYU,
1295007,BYU Cougar Indoor Invitational ,15-Jan-2021,,,W Track & Field,BYU,
1295007,BYU Cougar Indoor Invitational ,16-Jan-2021,,,W Track & Field,BYU,
1295008,Weber State Invitational,6-Nov-2020,,1st,M Cross Country,Weber State,Weber State
1295009,OSU Invitational,17-Oct-2020,,1st,W Cross Country,Oklahoma State,Oklahoma State
1295010,Grand Canyon,16-Jan-2021,1 - 6,Win,M Tennis,BYU,
1295011,Weber State,23-Jan-2021,1 - 6,Win,M Tennis,BYU,Weber State
1295012,Oregon,29-Jan-2021,2 - 5,Loss,M Tennis,Oregon,Oregon
1295013,Oregon,30-Jan-2021,0 - 7,Loss,M Tennis,Oregon,Oregon
1295014,New Mexico,5-Feb-2021,4 - 3,Loss,M Tennis,BYU,New Mexico
1295015,Idaho State,13-Feb-2021,0 - 7,Win,M Tennis,BYU,Idaho State
1295016,POSTPONED - Weber State,21-Feb-2021,,,M Tennis,BYU,Weber State
1295017,Utah State,27-Feb-2021,3 - 4,Loss,M Tennis,Utah State,Utah State
1295018,Montana,5-Mar-2021,0 - 7,Win,M Tennis,BYU,Montana
1295019,Santa Clara,6-Mar-2021,2 - 5,Win,M Tennis,BYU,Santa Clara
1295020,Air Force,12-Mar-2021,1 - 6,Win,M Tennis,BYU,Air Force
1295021,UNLV,20-Mar-2021,3 - 4,Loss,M Tennis,,UNLV
1295022,Saint Mary's,26-Mar-2021,0 - 4,Win,M Tennis,BYU,Saint Mary's
1295024,Portland,1-Apr-2021,4 - 3,Win,M Tennis,Portland,Portland
1295025,Gonzaga,3-Apr-2021,4 - 2,Win,M Tennis,Gonzaga,Gonzaga
1295026,San Diego,10-Apr-2021,0 - 4,Win,M Tennis,BYU,San Diego
1295028,San Francisco,16-Apr-2021,0 - 4,Win,M Tennis,BYU,San Francisco
1295029,Utah,17-Apr-2021,1 - 4,Win,M Tennis,BYU,Utah
1295030,Loyola Marymount,24-Apr-2021,4 - 2,Win,M Tennis,Loyola Marymount,Loyola Marymount
1295031,Pepperdine,23-Apr-2021,2 - 4,Loss,M Tennis,Pepperdine,Pepperdine
1295033,Weber State,31-Jan-2021,,,W Soccer,Neutral,Weber State
1295034,Weber State,31-Jan-2021,0 - 7,,W Soccer,Neutral,Weber State
1295036,Utah,7-Feb-2021,1 - 5,Win,W Soccer,Neutral,Utah
1295037,UCLA,13-Feb-2021,2 - 1,Loss,W Soccer,UCLA,UCLA
1295040,USC,15-Feb-2021,4 - 3,Loss,W Soccer,USC,USC
1295041,Missouri,4-Mar-2021,0 - 3,Win,W Soccer,Missouri,Missouri
1295043,UVU,17-Mar-2021,1 - 4,Win,W Soccer,BYU,UVU
1295044,Pepperdine,12-Apr-2021,,,W Soccer,Pepperdine,Pepperdine
1295045,Trinity Forest Invitational,1-Feb-2021,,,W Golf,SMU,SMU
1295046,Rebel Beach Intercollegiate,15-Feb-2021,,,W Golf,UNLV,UNLV
1295050,Denver,15-Jan-2021,,,M Swimming & Diving,Denver,Denver
1295050,Denver,15-Jan-2021,,,W Swimming & Diving,Denver,Denver
1295051,Air Force & Wyoming,16-Jan-2021,,,M Swimming & Diving,Air Force,Air Force
1295053,Air Force & Wyoming,16-Jan-2021,,,W Swimming & Diving,Air Force,Air Force
1295056,Colorado Mesa,22-Jan-2021,,Win,M Swimming & Diving,BYU,Colorado Mesa
1295056,Colorado Mesa,22-Jan-2021,,Win,W Swimming & Diving,BYU,Colorado Mesa
1295060,BYU Cougar Indoor Invitational II,4-Feb-2021,,,M Track & Field,BYU,
1295061,BYU Cougar Indoor Invitational II,4-Feb-2021,,,W Track & Field,BYU,
1295061,BYU Cougar Indoor Invitational II,5-Feb-2021,,,W Track & Field,BYU,
1295061,BYU Cougar Indoor Invitational II,6-Feb-2021,,,W Track & Field,BYU,
1295062,BYU Cougar Indoor Invitational III,18-Feb-2021,,,M Track & Field,BYU,
1295063,BYU Cougar Indoor Invitational III,18-Feb-2021,,,W Track & Field,BYU,
1295063,BYU Cougar Indoor Invitational III,19-Feb-2021,,,W Track & Field,BYU,
1295063,BYU Cougar Indoor Invitational III,20-Feb-2021,,,W Track & Field,BYU,
1295066,Santa Clara,1-Apr-2021,1 - 2,Win,W Soccer,Santa Clara,Santa Clara
1295067,Virginia,1-May-2021,2 - 0,Loss,W Soccer,,Virginia
1295072,Texas State,23-Feb-2021,6 - 7,Win,Baseball,,
1295073,Texas State,20-Feb-2021,4 - 9,Win,Baseball,,
1295074,Texas State,22-Feb-2021,11 - 6,Loss,Baseball,,
1295076,No. 19 Texas,25-Feb-2021,12 - 6,Loss,Baseball,Texas,Texas
1295077,No. 19 Texas,27-Feb-2021,11 - 1,Loss,Baseball,Texas,Texas
1295078,No. 19 Texas,27-Feb-2021,4 - 5,Win,Baseball,Texas,Texas
1295079,Utah,11-Mar-2021,3 - 6,Loss,Baseball,Utah,Utah
1295080,Utah,12-Mar-2021,7 - 1,Loss,Baseball,Utah,Utah
1295082,Dixie State,17-Mar-2021,5 - 4,Loss,Baseball,Dixie State,Dixie State
1295083,Loyola Marymount,19-Mar-2021,4 - 5,Win,Baseball,Loyola Marymount,Loyola Marymount
1295084,Loyola Marymount,20-Mar-2021,2 - 9,Win,Baseball,Loyola Marymount,Loyola Marymount
1295085,Loyola Marymount,20-Mar-2021,1 - 4,Win,Baseball,Loyola Marymount,Loyola Marymount
1295086,Utah Valley,23-Mar-2021,11 - 7,Win,Baseball,BYU,UVU
1295087,Texas State,20-Feb-2021,5 - 4,Loss,Baseball,,
1295088,San Francisco,25-Mar-2021,8 - 7,Win,Baseball,BYU,San Francisco
1295090,San Francisco,26-Mar-2021,6 - 10,Loss,Baseball,BYU,San Francisco
1295091,San Francisco,27-Mar-2021,1 - 3,Loss,Baseball,BYU,San Francisco
1295096,Santa Clara ,1-Apr-2021,5 - 0,Loss,Baseball,Santa Clara,Santa Clara
1295097,Santa Clara,2-Apr-2021,11 - 3,Loss,Baseball,Santa Clara,Santa Clara
1295098,Santa Clara,3-Apr-2021,1 - 3,Win,Baseball,Santa Clara,Santa Clara
1295100,Portland,9-Apr-2021,3 - 5,Loss,Baseball,BYU,Portland
1295101,Portland,10-Apr-2021,1 - 0,Win,Baseball,BYU,Portland
1295102,Portland,10-Apr-2021,6 - 7,Loss,Baseball,BYU,Portland
1295104,Dixie State,20-Apr-2021,3 - 2,Win,Baseball,BYU,Dixie State
1295105,Gonzaga,23-Apr-2021,12 - 1,Loss,Baseball,Gonzaga,Gonzaga
1295106,Gonzaga,24-Apr-2021,2 - 1,Loss,Baseball,Gonzaga,Gonzaga
1295107,Gonzaga,25-Apr-2021,7 - 3,Loss,Baseball,Gonzaga,Gonzaga
1295108,Arizona State,27-Apr-2021,8 - 5,Win,Baseball,BYU,Arizona State
1295109,Saint Mary's,30-Apr-2021,12 - 0,Win,Baseball,BYU,Saint Mary's
1295110,Saint Mary's,1-May-2021,4 - 2,Win,Baseball,BYU,Saint Mary's
1295111,Saint Mary's,1-May-2021,4 - 3,Win,Baseball,BYU,Saint Mary's
1295112,Utah Valley,5-May-2021,4 - 11,Win,Baseball,UVU,UVU
1295113,San Diego,7-May-2021,4 - 6,Win,Baseball,San Diego,San Diego
1295114,San Diego,8-May-2021,10 - 11,Win,Baseball,San Diego,San Diego
1295115,San Diego,8-May-2021,13 - 12,Loss,Baseball,San Diego,San Diego
1295116,Pacific,14-May-2021,6 - 3,Loss,Baseball,Pacific,Pacific
1295117,Pacific,15-May-2021,0 - 5,Win,Baseball,Pacific,Pacific
1295118,Pacific,15-May-2021,0 - 6,Win,Baseball,Pacific,Pacific
1295119,Pepperdine,21-May-2021,3 - 6,Loss,Baseball,BYU,Pepperdine
1295120,Pepperdine,22-May-2021,14 - 5,Win,Baseball,BYU,Pepperdine
1295121,Pepperdine,22-May-2021,14 - 7,Win,Baseball,BYU,Pepperdine
1295123,Omaha,16-Apr-2021,2 - 1,Loss,Baseball,Omaha,Omaha
1295124,Omaha,17-Apr-2021,6 - 5,Loss,Baseball,Omaha,Omaha
1295125,Omaha,17-Apr-2021,4 - 1,Loss,Baseball,Omaha,Omaha
1295129,Utah,13-Apr-2021,,,Baseball,,Utah
1295132,No. 19 Texas,25-Feb-2021,3 - 1,Loss,Baseball,Texas,Texas
1295133,No. 20 Oregon State,5-Mar-2021,1 - 0,Loss,Baseball,Oregon State,Oregon State
1295134,No. 20 Oregon State,6-Mar-2021,5 - 3,Loss,Baseball,Oregon State,Oregon State
1295135,No. 20 Oregon State,6-Mar-2021,4 - 3,Loss,Baseball,Oregon State,Oregon State
1295137,Utah,14-Apr-2021,7 - 4,Win,Baseball,BYU,Utah
1295150,The Gold Rush ,22-Feb-2021,,,W Golf,Long Beach State,Long Beach State
1295151,The Gold Rush,23-Feb-2021,,5th,W Golf,Long Beach State,Long Beach State
1295153,Juli Inkster at Meadow Club Invitational,8-Mar-2021,,,W Golf,San Jose State,San Jose State
1295154,Juli Inkster at Meadow Club Invitational,9-Mar-2021,,5th,W Golf,San Jose State,San Jose State
1295155,BYU Spring Classic,15-Mar-2021,,,W Golf,BYU,BYU
1295156,BYU Spring Classic,16-Mar-2021,,4th,W Golf,BYU,BYU
1295158,Lone Star Invitational,12-Apr-2021,,,W Golf,Houston,Houston
1295160,West Coast Conference Tournament,22-Apr-2021,,,W Golf,,WCC
1295161,Arizona Intercollegiate,25-Jan-2021,,,M Golf,Arizona,Arizona
1295162,Nick Watney Invitational,8-Feb-2021,,,M Golf,Fresno State,Fresno State
1295164,Lamkin San Diego Classic,8-Mar-2021,,,M Golf,SDSU,SDSU
1295165,The Goodwin,25-Mar-2021,,,M Golf,Stanford,Stanford
1295168,PING Cougar Classic,23-Apr-2021,,,M Golf,BYU,BYU
1295169,WCC Championships,29-Apr-2021,,,M Golf,,BYU
1295169,WCC Championships,30-Apr-2021,,,M Golf,,BYU
1295169,WCC Championships,1-May-2021,,,M Golf,,BYU
1295171,NCAA Regionals,17-May-2021,,,M Golf,,BYU
1295171,NCAA Regionals,18-May-2021,,,M Golf,,BYU
1295171,NCAA Regionals,19-May-2021,,,M Golf,,BYU
1295177,UCLA,5-Feb-2021,1 - 3,Loss,M Volleyball,BYU,UCLA
1295178,UCLA,6-Feb-2021,3 - 0,Win,M Volleyball,BYU,UCLA
1295179,Pepperdine,13-Feb-2021,3 - 0,Win,M Volleyball,BYU,Pepperdine
1295180,Pepperdine,14-Feb-2021,3 - 1,Win,M Volleyball,BYU,Pepperdine
